Timestamp,IMU1_Val1,IMU1_Val2,IMU1_Val3,IMU1_Val4,IMU1_Val5,IMU1_Val6,IMU1_Val7,IMU2_Val1,IMU2_Val2,IMU2_Val3,IMU2_Val4,IMU2_Val5,IMU2_Val6,IMU2_Val7,IMU3_Val1,IMU3_Val2,IMU3_Val3,IMU3_Val4,IMU3_Val5,IMU3_Val6,IMU3_Val7,IMU4_Val1,IMU4_Val2,IMU4_Val3,IMU4_Val4,IMU4_Val5,IMU4_Val6,IMU4_Val7,IMU5_Val1,IMU5_Val2,IMU5_Val3,IMU5_Val4,IMU5_Val5,IMU5_Val6,IMU5_Val7,IMU6_Val1,IMU6_Val2,IMU6_Val3,IMU6_Val4,IMU6_Val5,IMU6_Val6,IMU6_Val7
1745407703.022107,1.513406,-85.792641,182.625381,0.000000,5422.703125,2545.055420,798766.750000,5.001666,-62.383942,185.479980,0.000000,18200.681641,6119.467285,751329.437500,-18.760080,-79.615128,201.335846,0.000000,-74105.898438,-29306.654297,919671.125000,2.467028,-78.239723,211.499207,0.000000,10237.115234,3784.555908,997733.812500,11.623724,-72.031174,179.902573,0.000000,41027.515625,16424.804688,736788.625000,-9.410748,-74.593857,201.622803,0.000000,-37227.121094,-13775.384766,906748.312500
1745407703.022135,1.483467,-86.063217,182.684509,0.000000,5317.163574,2502.641602,800102.937500,5.226988,-62.462551,185.025330,0.000000,18974.109375,6403.347656,748217.000000,-18.761517,-79.839233,201.720825,0.000000,-74253.117188,-29391.343750,923416.625000,2.460284,-78.167007,211.566696,0.000000,10212.407227,3770.765625,998071.000000,11.655111,-72.036903,179.787476,0.000000,41112.269531,16470.582031,735992.500000,-9.506779,-74.741257,201.743210,0.000000,-37629.480469,-13943.373047,908133.062500
1745407703.065731,1.477349,-86.331268,182.763565,0.000000,5297.521973,2500.145264,801576.375000,5.484940,-62.562786,184.493439,0.000000,19853.458984,6730.388672,744606.812500,-18.945509,-79.971985,202.047211,0.000000,-75102.953125,-29728.722656,926418.500000,2.483596,-78.092407,211.587173,0.000000,10310.148438,3802.981934,998012.312500,11.725372,-71.989349,179.660660,0.000000,41330.726562,16558.853516,734963.687500,-9.554167,-74.827209,201.801331,0.000000,-37828.039062,-14028.940430,908845.437500
1745407703.065923,1.496117,-86.579536,182.861557,0.000000,5367.678223,2539.313721,803121.562500,5.648751,-62.615208,184.166763,0.000000,20410.476562,6937.347656,742372.750000,-18.972326,-80.082993,202.272202,0.000000,-75292.898438,-29812.109375,928551.750000,2.511040,-78.029007,211.575241,0.000000,10423.476562,3841.866211,997719.125000,11.816802,-71.904655,179.512024,0.000000,41618.398438,16668.363281,733677.187500,-9.554861,-74.848152,201.838577,0.000000,-37837.828125,-14033.852539,909202.062500
1745407703.112020,1.536739,-86.799911,182.980103,0.000000,5516.960938,2614.977783,804722.187500,5.722004,-62.702244,184.039566,0.000000,20660.876953,7037.042480,741667.750000,-18.987066,-80.152748,202.367020,0.000000,-75386.796875,-29861.232422,929523.812500,2.600063,-77.997055,211.522598,0.000000,10790.150391,3976.440674,997184.312500,11.920802,-71.787170,179.326141,0.000000,41941.125000,16787.763672,732037.250000,-9.565941,-74.862976,201.842194,0.000000,-37882.335938,-14052.901367,909274.312500
1745407703.112273,1.585410,-86.993690,183.114700,0.000000,5695.827637,2703.883789,806349.750000,5.769102,-62.805176,183.959930,0.000000,20821.746094,7106.633789,741346.125000,-18.989443,-80.241043,202.335892,0.000000,-75384.445312,-29897.892578,929554.500000,2.671192,-77.968376,211.457581,0.000000,11081.998047,4083.823975,996556.937500,11.981274,-71.641846,179.219772,0.000000,42128.957031,16838.728516,730880.125000,-9.597189,-74.897209,201.860458,0.000000,-38009.476562,-14105.195312,909519.562500
1745407703.112694,1.631874,-87.166779,183.252960,0.000000,5867.141113,2788.730957,807935.062500,5.812257,-62.913769,183.939621,0.000000,20975.232422,7172.229980,741467.500000,-18.980417,-80.295174,202.196228,0.000000,-75296.695312,-29903.828125,928616.500000,2.681783,-77.932320,211.442993,0.000000,11125.297852,4098.125977,996325.625000,11.996022,-71.477928,179.227203,0.000000,42182.464844,16820.785156,730472.187500,-9.612182,-74.858536,201.871658,0.000000,-38070.886719,-14119.898438,909494.625000
1745407703.156081,1.669081,-87.316200,183.396820,0.000000,6005.613770,2857.224609,809481.437500,5.841394,-63.019146,183.899658,0.000000,21075.757812,7220.328613,741439.437500,-18.992182,-80.350105,202.048584,0.000000,-75288.226562,-29942.888672,927618.625000,2.784461,-78.030540,211.408371,0.000000,11549.335938,4260.489746,996338.812500,11.977243,-71.297890,179.313370,0.000000,42136.683594,16752.228516,730574.125000,-9.604377,-74.789047,201.924957,0.000000,-38049.980469,-14095.419922,909713.062500
1745407703.156483,1.686590,-87.432587,183.542465,0.000000,6073.437012,2891.015381,810929.000000,5.809105,-63.109451,183.914185,0.000000,20960.980469,7190.663574,741767.687500,-19.004646,-80.418297,201.906235,0.000000,-75284.523438,-29988.023438,926705.562500,2.885478,-78.114754,211.287918,0.000000,11961.349609,4419.842285,995597.750000,11.951937,-71.106873,179.399567,0.000000,42067.851562,16672.097656,730647.250000,-9.619448,-74.851212,202.039490,0.000000,-38131.269531,-14129.315430,910803.375000
1745407703.202151,1.682182,-87.534630,183.694778,0.000000,6062.577148,2886.703125,812376.687500,5.736007,-63.181572,183.938156,0.000000,20699.796875,7108.212891,742119.437500,-19.046497,-80.560387,201.912689,0.000000,-75452.609375,-30107.185547,927205.500000,2.935087,-78.221657,211.246017,0.000000,12164.686523,4502.062988,995578.250000,11.925711,-70.922127,179.392227,0.000000,41973.992188,16592.191406,730081.000000,-9.732283,-75.020828,202.245743,0.000000,-38617.875000,-14327.442383,912938.125000
1745407703.202563,1.647432,-87.609146,183.849258,0.000000,5942.309570,2829.444336,813746.812500,5.612626,-63.245468,184.002060,0.000000,20261.552734,6962.208008,742739.062500,-19.135811,-80.769569,202.150223,0.000000,-75895.625000,-30326.859375,929750.750000,2.986233,-78.308205,211.286758,0.000000,12379.029297,4585.582520,996181.687500,11.917179,-70.685509,179.305511,0.000000,41923.632812,16524.951172,728813.375000,-9.798150,-75.162674,202.477371,0.000000,-38923.828125,-14451.722656,915195.312500
1745407703.246837,1.580110,-87.648026,184.001160,0.000000,5704.207520,2714.952637,814976.750000,5.348951,-63.241192,184.365417,0.000000,19348.025391,6634.576172,745354.625000,-19.234331,-80.985405,202.573013,0.000000,-76446.062500,-30564.339844,933793.000000,2.984419,-78.386345,211.342224,0.000000,12374.875977,4587.445801,996881.875000,11.900045,-70.506325,179.049438,0.000000,41803.390625,16459.380859,726516.750000,-9.832911,-75.340591,202.715454,0.000000,-39107.945312,-14537.260742,917613.437500
